,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,1_nearest_feature,1_nearest_feature_distance,2_nearest_feature,2_nearest_feature_distance,3_nearest_feature,3_nearest_feature_distance,4_nearest_feature,4_nearest_feature_distance,5_nearest_feature,5_nearest_feature_distance
105,125.78399999999999,7.458239999999999,27/08/2017,"Sun - Aug 27, 2017",23:00:00,THEFT,Mankilam,Tagum City,Salisi (Establishment),23:00 - 23:59,Sunday,Government Office,10,Highway Residential,10,Highway Secondary,10,Highway Pedestrian,70,Commercial Building,180
106,125.822,7.43607,28/08/2017,"Mon - Aug 28, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,03:00 - 03:59,Monday,Highway Residential,10,Residential Building,20,Highway Primary,90,Highway Tertiary,90,Highway Secondary,100
107,125.806,7.432939999999999,28/08/2017,"Mon - Aug 28, 2017",12:50:00,MURDER,Visayan Village,Tagum City,Shooting,12:00 - 12:59,Monday,Highway Residential,40,Residential Building,50,Park,150,Sports Center,150,,
108,125.81200000000001,7.39728,28/08/2017,"Mon - Aug 28, 2017",21:30:00,HOMICIDE,Madaum,Tagum City,Shooting,21:00 - 21:59,Monday,Residential Building,1000,Highway Residential,1100,Cemetery,1200,Highway Tertiary,1200,Commercial Building,1400
109,125.806,7.44918,28/08/2017,"Mon - Aug 28, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),21:00 - 21:59,Monday,Greenfield,10,Bank,20,Highway Primary,20,Highway Tertiary,20,Park,20
110,125.79799999999999,7.46052,29/08/2017,"Tue - Aug 29, 2017",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Tuesday,Highway,20,Highway Tertiary,40,Commercial Building,50,Transport Terminal,70,Bank,80
111,125.82,7.4504600000000005,30/08/2017,"Wed - Aug 30, 2017",3:00:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),03:00 - 03:59,Wednesday,Highway Residential,20,Greenfield,130,Highway Tertiary,300,Commercial Building,400,Highway Pedestrian,400
112,125.801,7.45182,30/08/2017,"Wed - Aug 30, 2017",9:00:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,09:00 - 09:59,Wednesday,Highway Residential,20,Commercial Building,60,Highway Primary,80,Convenience Store,100,Gas Station,100
113,125.81200000000001,7.381710000000001,30/08/2017,"Wed - Aug 30, 2017",15:30:00,MURDER,Madaum,Tagum City,Shooting,15:00 - 15:59,Wednesday,Highway Primary,10,Residential Building,130,Highway Residential,170,,,,
114,125.801,7.4753,30/08/2017,"Wed - Aug 30, 2017",20:45:00,MURDER,La Filipina,Tagum City,Shooting,20:00 - 20:59,Wednesday,Residential Building,30,Cemetery,50,Highway Residential,50,Highway Pedestrian,120,Highway Secondary,180
115,125.803,7.4485399999999995,31/08/2017,"Thu - Aug 31, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Thursday,Commercial Building,30,Highway Tertiary,30,Hospital,30,Greenfield,60,Private Office,60
116,125.82799999999999,7.4222399999999995,31/08/2017,"Thu - Aug 31, 2017",10:00:00,THEFT,Apokon,Tagum City,Bag Snatching,10:00 - 10:59,Thursday,Highway Pedestrian,10,Highway Primary,10,Hospital,10,Commercial Building,20,Pharmacy,40
117,125.678,7.27655,31/08/2017,"Thu - Aug 31, 2017",21:10:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,21:00 - 21:59,Thursday,Highway,50,Commercial Building,60,Highway Tertiary,80,Greenfield,90,,
118,125.693,7.3033,31/08/2017,"Thu - Aug 31, 2017",22:45:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,22:00 - 22:59,Thursday,Commercial Building,10,Highway Residential,40,Sports Center,200,,,,
119,125.806,7.44767,31/08/2017,"Thu - Aug 31, 2017",13:47:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,13:00 - 13:59,Thursday,Bank,40,Highway Tertiary,50,Marketplace,60,Commercial Building,70,Hospital,70
120,125.816,7.38807,31/08/2017,"Thu - Aug 31, 2017",5:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,05:00 - 05:59,Thursday,Highway Residential,600,Residential Building,600,Highway Tertiary,700,Bridge,900,Highway Primary,900
121,125.816,7.389130000000001,31/08/2017,"Thu - Aug 31, 2017",17:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,17:00 - 17:59,Thursday,Highway Residential,600,Residential Building,600,Highway Tertiary,700,Bridge,1000,Cemetery,1000
122,125.81,7.38015,31/08/2017,"Thu - Aug 31, 2017",5:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,05:00 - 05:59,Thursday,Highway Residential,40,Commercial Building,50,Residential Building,80,,,,
123,125.806,7.45603,01/09/2017,"Fri - Sep 1, 2017",9:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,09:00 - 09:59,Friday,Highway Tertiary,10,Highway Residential,40,Highway,150,Community Center,180,Hotel,190
124,125.79700000000001,7.4345,02/09/2017,"Sat - Sep 2, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,05:00 - 05:59,Saturday,Commercial Building,10,Highway Residential,20,Residential Building,140,,,,
125,125.805,7.441730000000001,02/09/2017,"Sat - Sep 2, 2017",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Not Indicated,02:00 - 02:59,Saturday,Highway Pedestrian,10,Highway,20,Restaurant,30,Highway Tertiary,40,Commercial Building,60
126,125.803,7.4503699999999995,03/09/2017,"Sun - Sep 3, 2017",16:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,16:00 - 16:59,Sunday,Highway,10,Commercial Building,20,Gas Station,30,Highway Residential,30,Highway Tertiary,60
127,125.824,7.42122,04/09/2017,"Mon - Sep 4, 2017",0:58:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),00:00 - 00:59,Monday,Highway Residential,20,Residential Building,50,Highway Pedestrian,200,,,,
128,125.76899999999999,6.927239999999999,04/09/2017,"Mon - Sep 4, 2017",7:30:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Others),07:00 - 07:59,Monday,Highway,30,Residential Building,500,Highway Tertiary,600,Beach,1100,Bar,1300
129,125.803,7.456460000000001,04/09/2017,"Mon - Sep 4, 2017",3:57:00,THEFT,Magugpo West,Tagum City,Salisi,03:00 - 03:59,Monday,Commercial Building,50,Highway Secondary,50,Parking Area,50,Highway Residential,70,Highway Tertiary,70
130,125.816,7.39186,04/09/2017,"Mon - Sep 4, 2017",18:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,18:00 - 18:59,Monday,Highway Residential,700,Residential Building,700,Highway Tertiary,800,Cemetery,1100,Commercial Building,1200
131,125.77600000000001,7.4439,04/09/2017,"Mon - Sep 4, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Monday,Commercial Building,20,Highway Residential,40,Highway Secondary,40,Gas Station,100,Highway Tertiary,140
132,125.633,7.33246,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold-Up W/ Gun,18:00 - 18:59,Tuesday,Commercial Building,10,Greenfield,40,Highway,40,Residential Building,50,Highway Primary,60
133,125.678,7.28672,05/09/2017,"Tue - Sep 5, 2017",18:20:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,18:00 - 18:59,Tuesday,Residential Building,0,Commercial Building,10,Highway Residential,10,Highway Tertiary,50,Greenfield,180
134,125.67299999999999,7.311560000000001,05/09/2017,"Tue - Sep 5, 2017",23:35:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,23:00 - 23:59,Tuesday,Commercial Building,10,Highway Residential,20,Highway Pedestrian,90,Highway Tertiary,130,Greenfield,150
135,125.63600000000001,7.332330000000001,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold Up,18:00 - 18:59,Tuesday,Highway Residential,20,Commercial Building,50,Highway Primary,60,Greenfield,110,School,110
136,125.816,7.43575,06/09/2017,"Wed - Sep 6, 2017",23:50:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,23:00 - 23:59,Wednesday,School,10,Highway Residential,40,Highway Tertiary,40,Hotel,190,Highway Pedestrian,200
137,125.803,7.4305,06/09/2017,"Wed - Sep 6, 2017",0:00:00,THEFT,Visayan Village,Tagum City,Salisi,00:00 - 00:59,Wednesday,Highway Residential,80,Residential Building,200,,,,,,
138,125.818,7.4395,06/09/2017,"Wed - Sep 6, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Wednesday,Highway Residential,10,Residential Building,50,Highway Primary,100,Highway,110,Commercial Building,170
139,125.802,7.44057,06/09/2017,"Wed - Sep 6, 2017",23:12:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Wednesday,Highway Tertiary,30,Church,110,Commercial Building,170,Highway Residential,170,Restaurant,170
140,125.807,7.433860000000001,07/09/2017,"Thu - Sep 7, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Thursday,Residential Building,0,Highway Residential,10,Sports Center,50,Park,70,Private Office,150
141,125.803,7.4573100000000005,07/09/2017,"Thu - Sep 7, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Thursday,Highway Residential,20,Highway Secondary,50,Commercial Building,70,Hotel,100,Parking Area,140
142,125.811,7.4462,07/09/2017,"Thu - Sep 7, 2017",3:36:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,03:00 - 03:59,Thursday,Highway Primary,10,Highway Tertiary,20,Mall,20,Parking Area,30,Commercial Building,40
143,125.693,7.3173699999999995,07/09/2017,"Thu - Sep 7, 2017",22:45:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,22:00 - 22:59,Thursday,Commercial Building,10,Highway Residential,20,Highway Tertiary,300,Highway,400,Church,500
144,125.82600000000001,7.44043,08/09/2017,"Fri - Sep 8, 2017",0:20:00,THEFT,Apokon,Tagum City,Salisi (Cellphone),00:00 - 00:59,Friday,Highway Pedestrian,10,Commercial Building,20,Government Office,80,Highway,110,Highway Secondary,120
145,125.79799999999999,7.477410000000001,08/09/2017,"Fri - Sep 8, 2017",3:00:00,THEFT,La Filipina,Tagum City,Salisi (Akyat Bahay),03:00 - 03:59,Friday,Cemetery,300,Highway Residential,300,Residential Building,300,Highway Pedestrian,400,Commercial Building,600
146,125.823,7.452260000000001,08/09/2017,"Fri - Sep 8, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Friday,Highway Residential,30,Highway Tertiary,50,Residential Building,80,,,,
147,125.79899999999999,7.446160000000001,08/09/2017,"Fri - Sep 8, 2017",4:00:00,THEFT,Magugpo South,Tagum City,Salisi (Akyat Bahay),04:00 - 04:59,Friday,Highway Residential,10,Highway Tertiary,140,Hotel,160,Restaurant,160,Greenfield,170
148,125.771,7.4429,09/09/2017,"Sat - Sep 9, 2017",3:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,03:00 - 03:59,Saturday,Highway Secondary,30,Highway Residential,50,Tourist Attraction,70,Hotel,400,Gas Station,500
149,125.818,7.4392,09/09/2017,"Sat - Sep 9, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Saturday,Highway Residential,30,Residential Building,80,Highway Primary,130,Highway,140,Commercial Building,200
150,125.773,7.4435199999999995,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Saturday,Highway Secondary,50,Highway Residential,170,Highway,190,,,,
151,125.804,7.44756,09/09/2017,"Sat - Sep 9, 2017",20:01:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,20:00 - 20:59,Saturday,Commercial Building,0,Highway Tertiary,20,Police Station,20,Highway Pedestrian,30,Park,30
152,125.821,7.4492,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Saturday,Greenfield,40,Highway Residential,110,Highway Pedestrian,300,Residential Building,300,Highway Tertiary,400
153,125.803,7.4462,10/09/2017,"Sun - Sep 10, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Sunday,Highway Tertiary,20,Restaurant,20,Church,50,Highway Residential,60,Bar,80
154,125.77799999999999,7.46243,10/09/2017,"Sun - Sep 10, 2017",4:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,04:00 - 04:59,Sunday,School,50,Highway Primary,90,Highway Residential,150,Residential Building,160,,
155,125.819,7.4398800000000005,10/09/2017,"Sun - Sep 10, 2017",22:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,22:00 - 22:59,Sunday,Highway Primary,10,Highway Residential,20,Residential Building,20,Highway,60,Church,140
156,125.79299999999999,7.492389999999999,10/09/2017,"Sun - Sep 10, 2017",18:30:00,ROBBERY,Cuambogan,Tagum City,Crowbar/Destroying Lock,18:00 - 18:59,Sunday,Highway Residential,20,Highway,130,Highway Tertiary,140,,,,
157,125.68700000000001,7.06698,11/09/2017,"Mon - Sep 11, 2017",0:00:00,THEFT,Catagman,Samal City,Salisi (Establishment),00:00 - 00:59,Monday,Highway Pedestrian,10,Beach,100,,,,,,
158,125.81200000000001,7.44905,11/09/2017,"Mon - Sep 11, 2017",10:35:00,THEFT,Magugpo East,Tagum City,Shoplifting,10:00 - 10:59,Monday,Commercial Building,0,Highway Residential,60,Highway Pedestrian,70,Highway,80,Highway Secondary,100
159,125.67200000000001,7.08518,11/09/2017,"Mon - Sep 11, 2017",19:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",19:00 - 19:59,Monday,Highway Tertiary,120,Road,150,Highway Pedestrian,400,Beach,500,Highway,600
160,125.686,7.305619999999999,11/09/2017,"Mon - Sep 11, 2017",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Monday,Commercial Building,30,Mall,30,Gas Station,50,Highway Tertiary,50,Highway Residential,60
161,125.804,7.4320699999999995,12/09/2017,"Tue - Sep 12, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Tuesday,Highway Residential,20,Residential Building,40,Commercial Building,170,,,,
162,125.789,7.45765,12/09/2017,"Tue - Sep 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Tuesday,Highway Residential,10,Highway Primary,60,Church,130,Mall,140,Convenience Store,150
163,125.805,7.45097,12/09/2017,"Tue - Sep 12, 2017",15:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,15:00 - 15:59,Tuesday,Highway Residential,20,Restaurant,40,Highway Tertiary,50,Gas Station,60,Commercial Building,80
164,125.822,7.4504600000000005,12/09/2017,"Tue - Sep 12, 2017",22:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",22:00 - 22:59,Tuesday,Highway Residential,20,Greenfield,200,Highway Pedestrian,300,Highway Tertiary,300,Residential Building,400
165,125.824,7.42122,13/09/2017,"Wed - Sep 13, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Wednesday,Highway Residential,20,Residential Building,50,Highway Pedestrian,200,,,,
166,125.802,7.4565,14/09/2017,"Thu - Sep 14, 2017",4:30:00,ROBBERY,Magugpo West,Tagum City,Cellphone Snatching,04:00 - 04:59,Thursday,Highway Residential,20,Highway Secondary,70,Commercial Building,90,Parking Area,90,Highway Tertiary,100
167,125.802,7.47335,14/09/2017,"Thu - Sep 14, 2017",17:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),17:00 - 17:59,Thursday,Residential Building,10,Highway Residential,40,Highway Secondary,50,,,,
168,125.68799999999999,7.131639999999999,15/09/2017,"Fri - Sep 15, 2017",0:25:00,MURDER,Moncado (Pob.),Samal City,Shooting,00:00 - 00:59,Friday,Highway Residential,30,Highway Tertiary,70,Highway,200,,,,
169,125.76,7.051019999999999,16/09/2017,"Sat - Sep 16, 2017",15:10:00,PHYSICAL INJURIES,Tagbay,Samal City,Mauling,15:00 - 15:59,Saturday,Highway,10,Road,400,Highway Tertiary,500,Residential Building,1000,,
170,125.67,7.3017,16/09/2017,"Sat - Sep 16, 2017",10:32:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,10:00 - 10:59,Saturday,Commercial Building,30,Highway Residential,70,Road,70,Residential Building,190,,
171,125.681,7.29953,16/09/2017,"Sat - Sep 16, 2017",18:00:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Saturday,Park,0,Highway Pedestrian,10,Highway Tertiary,20,Commercial Building,30,Sports Center,40
172,125.804,7.44614,16/09/2017,"Sat - Sep 16, 2017",16:05:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,16:00 - 16:59,Saturday,Highway Tertiary,20,Church,70,Park,80,Highway Residential,100,Convenience Store,110
173,125.802,7.46184,16/09/2017,"Sat - Sep 16, 2017",19:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,19:00 - 19:59,Saturday,Highway Secondary,10,Marketplace,20,Highway Pedestrian,30,Highway,70,Commercial Building,80
174,125.81299999999999,7.44505,17/09/2017,"Sun - Sep 17, 2017",3:20:00,Vehicular Traffic Accident,Apokon,Tagum City,Not Indicated,03:00 - 03:59,Sunday,Highway Primary,20,Highway Residential,20,Gas Station,30,Highway Tertiary,50,Church,60
175,125.804,7.44905,17/09/2017,"Sun - Sep 17, 2017",12:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,12:00 - 12:59,Sunday,Community Center,0,Commercial Building,10,Recreational Area,30,Highway Tertiary,40,Restaurant,40
176,125.74700000000001,7.374110000000001,17/09/2017,"Sun - Sep 17, 2017",16:20:00,Vehicular Traffic Accident,Liboganon,Tagum City,Not Indicated,16:00 - 16:59,Sunday,Highway,20,Bridge,170,,,,,,
177,125.805,7.4325399999999995,17/09/2017,"Sun - Sep 17, 2017",22:11:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,22:00 - 22:59,Sunday,Highway Residential,60,Residential Building,140,,,,,,
178,125.77600000000001,7.44433,18/09/2017,"Mon - Sep 18, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Monday,Highway Residential,40,Commercial Building,60,Highway Secondary,90,Gas Station,120,Highway,150
179,125.803,7.4321399999999995,18/09/2017,"Mon - Sep 18, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Monday,Highway Residential,10,Residential Building,20,Commercial Building,70,,,,
180,125.824,7.4178,18/09/2017,"Mon - Sep 18, 2017",23:03:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,23:00 - 23:59,Monday,Park,0,Highway Pedestrian,20,Sports Center,20,Residential Building,50,Highway Primary,80
181,125.749,7.12666,18/09/2017,"Mon - Sep 18, 2017",5:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,05:00 - 05:59,Monday,Highway,150,Residential Building,150,Highway Tertiary,160,Sports Center,190,,
182,125.82,7.438839999999999,19/09/2017,"Tue - Sep 19, 2017",20:45:00,ROBBERY,Apokon,Tagum City,Snatching,20:00 - 20:59,Tuesday,Highway Primary,10,Commercial Building,20,Highway Residential,20,Residential Building,60,Highway,180
183,125.71700000000001,7.07981,19/09/2017,"Tue - Sep 19, 2017",22:40:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,22:00 - 22:59,Tuesday,Highway Residential,40,Commercial Building,50,Government Office,100,Greenfield,100,Private Office,100
184,125.779,7.462289999999999,20/09/2017,"Wed - Sep 20, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Wednesday,Highway Primary,60,Residential Building,140,School,150,Highway Residential,160,Highway,200
185,125.69,7.3063,20/09/2017,"Wed - Sep 20, 2017",18:30:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Wednesday,Commercial Building,10,Highway Residential,50,Highway Tertiary,50,Convenience Store,100,Church,160
186,125.80799999999999,7.44535,20/09/2017,"Wed - Sep 20, 2017",23:38:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Forcibly Taken,23:00 - 23:59,Wednesday,Highway,10,Highway Pedestrian,10,Gas Station,40,Commercial Building,50,Highway Residential,60
187,125.804,7.4325399999999995,21/09/2017,"Thu - Sep 21, 2017",7:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,07:00 - 07:59,Thursday,Highway Residential,10,Residential Building,30,Commercial Building,160,,,,
188,125.819,7.44061,21/09/2017,"Thu - Sep 21, 2017",19:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,19:00 - 19:59,Thursday,Highway,20,Church,60,Residential Building,60,Highway Primary,70,Highway Residential,70
189,125.775,7.463839999999999,21/09/2017,"Thu - Sep 21, 2017",18:03:00,ROBBERY,Mankilam,Tagum City,Crowbar/Destroying Lock,18:00 - 18:59,Thursday,Highway Primary,90,Residential Building,100,Highway Residential,120,,,,
