,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
255,125.795,7.492260000000001,12/10/2017,"Thu - Oct 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Cuambogan,Tagum City,Swpu (Stolen While Parked),urban,8.16,"2,531",480964992,625254490,36,400,35,"1,722",138,197,4,5,17,179,727,1,3,183,634,1,5,0,0,2163,9498
256,125.64200000000001,7.3315399999999995,12/10/2017,"Thu - Oct 12, 2017",17:30:00,MURDER,Nanyo,Panabo City,Shooting,rural,5.23,914,173730053,225849069,13,144,13,622,50,71,1,1,2,65,263,0,0,71,274,1,2,0,0,777,3391
257,125.81299999999999,7.45603,13/10/2017,"Fri - Oct 13, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,2229,423495749,550544473,32,352,31,1516,121,173,3,4,15,158,640,1,3,161,559,1,5,0,0,1904,8364
258,125.68,7.3212600000000005,13/10/2017,"Fri - Oct 13, 2017",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Quezon,Panabo City,"Force, Threat and Intimidation",rural,6.33,1105,209948275,272932758,16,175,15,752,60,86,2,1,2,79,318,0,0,85,331,1,3,0,0,939,4097
259,125.805,7.45775,13/10/2017,"Fri - Oct 13, 2017",19:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
260,125.809,7.4478,13/10/2017,"Fri - Oct 13, 2017",13:30:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
261,125.819,7.43152,14/10/2017,"Sat - Oct 14, 2017",18:00:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
262,125.678,7.2973,14/10/2017,"Sat - Oct 14, 2017",9:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,urban,22.51,"3,932",747079870,971203832,56,621,54,"2,675",214,306,6,2,9,281,1132,0,0,304,1176,2,9,0,1,3342,14580
263,125.875,7.49194,15/10/2017,"Sun - Oct 15, 2017",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Nueva Fuerza,Tagum City,"Force, Threat and Intimidation",rural,1.5,466,88470002,115011003,7,74,6,317,25,36,1,1,3,33,134,0,1,34,117,0,1,0,0,398,1747
264,125.822,7.41799,16/10/2017,"Mon - Oct 16, 2017",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
265,125.74600000000001,7.0072399999999995,17/10/2017,"Tue - Oct 17, 2017",4:00:00,THEFT,Anonang,Samal City,Salisi (Cellphone),rural,7.12,643,122219244,158885017,9,102,9,438,35,50,1,1,2,32,120,0,0,10,37,0,1,0,0,600,2413
266,125.65,7.284660000000001,18/10/2017,"Wed - Oct 18, 2017",21:00:00,MURDER,Maduao,Panabo City,Shooting,rural,4.24,740,140627862,182816220,11,117,10,504,40,58,1,0,2,53,213,0,0,57,221,0,2,0,0,629,2745
267,125.773,7.442410000000001,19/10/2017,"Thu - Oct 19, 2017",22:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
268,125.713,7.1448,20/10/2017,"Fri - Oct 20, 2017",12:45:00,ROBBERY,Cogon,Samal City,Breaking and Entering,rural,8.38,757,143790230,186927299,11,120,10,515,41,59,1,1,3,38,142,0,0,12,44,0,1,0,0,706,2838
269,125.79899999999999,7.46097,21/10/2017,"Sat - Oct 21, 2017",4:00:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
270,125.694,7.1395,21/10/2017,"Sat - Oct 21, 2017",1:27:00,THEFT,Miranda (Pob.),Samal City,Salisi (Akyat Bahay),urban,20.32,1835,348714594,453328973,26,290,25,1249,100,143,3,2,6,91,344,0,0,29,106,0,2,0,1,1713,6883
271,125.803,7.46029,21/10/2017,"Sat - Oct 21, 2017",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo West,Tagum City,"Force, Threat and Intimidation",urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
272,125.771,7.46565,22/10/2017,"Sun - Oct 22, 2017",22:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
273,125.773,7.46735,23/10/2017,"Mon - Oct 23, 2017",7:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
274,125.686,7.06877,24/10/2017,"Tue - Oct 24, 2017",18:00:00,Vehicular Traffic Accident,Catagman,Samal City,Not Indicated,rural,3.71,335,63585383,82660998,5,53,5,228,18,26,0,0,1,17,63,0,0,5,19,0,0,0,0,312,1255
275,125.801,7.4508399999999995,25/10/2017,"Wed - Oct 25, 2017",9:00:00,MURDER,Magugpo South,Tagum City,Shooting,urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
276,125.81200000000001,7.4492199999999995,25/10/2017,"Wed - Oct 25, 2017",21:41:00,THEFT,Magugpo East,Tagum City,Qualified Theft,urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
277,125.677,7.29352,25/10/2017,"Wed - Oct 25, 2017",10:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,urban,22.51,"3,932",747079870,971203832,56,621,54,"2,675",214,306,6,2,9,281,1132,0,0,304,1176,2,9,0,1,3342,14580
278,125.7,7.184010000000001,26/10/2017,"Thu - Oct 26, 2017",14:25:00,THEFT,San Isidro (Babak),Samal City,Qualified Theft,rural,6.43,581,110306177,143398030,8,92,8,395,32,45,1,0,2,29,109,0,0,9,34,0,1,0,0,542,2177
279,125.81200000000001,7.4492,26/10/2017,"Thu - Oct 26, 2017",20:29:00,THEFT,Magugpo East,Tagum City,Qualified Theft,urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
280,125.82600000000001,7.4497100000000005,27/10/2017,"Fri - Oct 27, 2017",2:34:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
281,125.811,7.45682,27/10/2017,"Fri - Oct 27, 2017",17:20:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,2229,423495749,550544473,32,352,31,1516,121,173,3,4,15,158,640,1,3,161,559,1,5,0,0,1904,8364
282,125.779,7.4073899999999995,27/10/2017,"Fri - Oct 27, 2017",22:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
283,125.774,7.46888,29/10/2017,"Sun - Oct 29, 2017",4:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
284,125.802,7.473260000000001,29/10/2017,"Sun - Oct 29, 2017",19:15:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,"3,671",697517078,906772201,52,580,51,"2,498",200,285,5,7,24,260,1055,2,4,265,920,2,8,0,0,3136,13775
285,125.759,7.4825800000000005,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,Pagsabangan,Tagum City,Mauling,rural,4.04,1252,237944422,309327749,18,198,17,852,68,97,2,2,8,89,360,1,1,90,314,1,3,0,0,1070,4699
286,125.617,7.33161,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Stabbing/Hacking,rural,4.46,779,147943762,192326891,11,123,11,530,42,61,1,0,2,56,224,0,0,60,233,0,2,0,0,662,2887
287,125.723,7.115069999999999,29/10/2017,"Sun - Oct 29, 2017",19:00:00,THEFT,Santo Niño,Samal City,Salisi,rural,4.45,402,76380900,99295169,6,64,6,274,22,31,1,0,1,20,75,0,0,6,23,0,0,0,0,375,1508
288,125.802,7.4435,30/10/2017,"Mon - Oct 30, 2017",0:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
289,125.76899999999999,6.92903,30/10/2017,"Mon - Oct 30, 2017",5:00:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Akyat Bahay),rural,3.96,357,67899580,88269454,5,56,5,243,19,28,1,0,1,18,67,0,0,6,21,0,0,0,0,334,1340
290,125.771,7.4422,31/10/2017,"Tue - Oct 31, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
291,125.71600000000001,7.079,31/10/2017,"Tue - Oct 31, 2017",19:00:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,urban,17.42,1573,298905227,388576796,22,249,22,1070,86,122,2,1,5,78,294,0,0,25,91,0,1,0,0,1468,5900
292,125.80799999999999,7.4419699999999995,31/10/2017,"Tue - Oct 31, 2017",21:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
293,125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
294,125.801,7.476780000000001,01/11/2017,"Wed - Nov 1, 2017",16:00:00,THEFT,La Filipina,Tagum City,Salisi,urban,11.84,"3,671",697517078,906772201,52,580,51,"2,498",200,285,5,7,24,260,1055,2,4,265,920,2,8,0,0,3136,13775
295,125.684,7.3087100000000005,01/11/2017,"Wed - Nov 1, 2017",15:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
296,125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,THEFT,J.P. Laurel,Panabo City,Salisi,urban,8.93,1559,296293963,385182152,22,246,21,1061,85,121,2,1,3,112,449,0,0,120,467,1,4,0,0,1325,5783
297,125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Shooting,urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
298,125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
299,125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
300,125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
301,125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
302,125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,urban,17.46,"3,050",579491561,753339030,43,482,42,"2,075",166,237,4,2,7,218,878,0,0,236,912,2,7,0,1,2592,11309
303,125.816,7.451919999999999,02/11/2017,"Thu - Nov 2, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
304,125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
305,125.79899999999999,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
306,125.78399999999999,7.458310000000001,05/11/2017,"Sun - Nov 5, 2017",1:30:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
307,125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,THEFT,Apokon,Tagum City,Plain Theft,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
308,125.79899999999999,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
309,125.68299999999999,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,1577,299680954,389585240,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1341,5849
310,125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,PHYSICAL INJURIES,Magdum,Tagum City,Mauling,urban,7.86,2437,463017184,601922339,35,385,34,"1,658",133,190,4,4,16,172,700,1,3,176,611,1,5,0,0,2082,9144
311,125.73100000000001,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,PHYSICAL INJURIES,San Remigio,Samal City,Shooting,rural,6.25,564,107217604,139382885,8,89,8,384,31,44,1,0,2,28,106,0,0,9,33,0,1,0,0,527,2116
312,125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
313,125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
314,125.822,7.434010000000001,07/11/2017,"Tue - Nov 7, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
315,125.803,7.4313899999999995,08/11/2017,"Wed - Nov 8, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
316,125.807,7.449389999999999,08/11/2017,"Wed - Nov 8, 2017",14:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
317,125.807,7.4501800000000005,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
318,125.79700000000001,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
319,125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
320,125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
321,125.81200000000001,7.438039999999999,10/11/2017,"Fri - Nov 10, 2017",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
322,125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
323,125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,MURDER,Gredu (Pob.),Panabo City,Shooting,urban,22.51,"3,932",747079870,971203832,56,621,54,"2,675",214,306,6,2,9,281,1132,0,0,304,1176,2,9,0,1,3342,14580
324,125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stoning,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
325,125.825,7.422160000000001,12/11/2017,"Sun - Nov 12, 2017",21:45:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
326,125.80799999999999,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
327,125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
328,125.79799999999999,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,Grave Abuse of Authority,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
329,125.79899999999999,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
330,125.772,7.441560000000001,13/11/2017,"Mon - Nov 13, 2017",1:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
331,125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
332,125.74600000000001,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,PHYSICAL INJURIES,Libertad,Samal City,Shooting,rural,6.81,615,116777473,151810715,9,97,8,418,33,48,1,1,2,31,115,0,0,10,36,0,1,0,0,574,2305
333,125.59899999999999,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,MURDER,Kauswagan,Panabo City,Shooting,rural,1.93,337,64081868,83306428,5,53,5,229,18,26,0,0,1,24,97,0,0,26,101,0,1,0,0,287,1251
334,125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",rural,7.13,644,122415344,159139947,9,102,9,438,35,50,1,1,2,32,121,0,0,10,37,0,1,0,0,601,2416
335,125.804,7.4584600000000005,14/11/2017,"Tue - Nov 14, 2017",4:49:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
336,125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
337,125.804,7.447139999999999,15/11/2017,"Wed - Nov 15, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
338,125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
339,125.815,7.453310000000001,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,2229,423495749,550544473,32,352,31,1516,121,173,3,4,15,158,640,1,3,161,559,1,5,0,0,1904,8364
340,125.803,7.456919999999999,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
341,125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,ROBBERY,Magugpo West,Tagum City,Hold-Up W/ Gun,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
342,125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
343,125.803,7.4573100000000005,16/11/2017,"Thu - Nov 16, 2017",2:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
344,125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
345,125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold Up,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
346,125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
