,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population
30,Carnapping (R.A. 6539),Mankilam,Tagum City,32.0,25.0,2.0,11.0,88.0,0.3,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.38800000000001,7985.830078,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
31,Rape (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,32.0,25.0,2.0,11.0,88.0,0.3,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.38800000000001,7985.830078,599.5,460.5,536.0,1228.0,16.0,178.5,10.5,134.0,1151.5,16.0,182.0,16.0,783.0,62.5,89.5,2.0,2022.5,2131.5,1353.5,336.0,109.0,333.5,191.0,1089.0,19.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1004.5,961.5,2634.0,352.0,486.5,478.0,1308.5,189.0,518.0,483.0,1325.0,162.5
32,Murder/Homicide,New Malitbog,Panabo City,34.0,29.0,3.0,0.0,79.0,0.0,1012.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50.38800000000001,7985.830078,301.0,263.0,414.0,929.0,10.0,121.0,3.0,58.0,783.0,11.0,123.5,11.0,533.0,42.5,61.0,1.0,1334.5,1406.5,893.0,222.0,72.0,220.0,130.0,741.0,13.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,727.0,660.0,1741.5,237.5,355.0,326.5,852.0,125.0,372.0,333.0,890.5,112.5
33,Robbery,La Filipina,Tagum City,32.0,25.0,2.0,11.0,88.0,0.3,1011.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.38800000000001,7985.830078,1924.0,1478.0,1720.0,3941.0,52.0,573.0,34.0,430.0,3694.5,52.5,583.5,51.0,2514.0,201.5,287.0,5.0,6491.0,6840.0,4344.0,1079.0,349.5,1071.0,613.0,3495.0,63.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3221.5,3084.5,8450.5,1129.0,1559.5,1534.5,4197.5,606.5,1662.0,1549.5,4252.5,522.5
34,Physical Injuries,New Malitbog,Panabo City,38.0,46.0,5.0,0.0,46.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50.38800000000001,7985.830078,301.0,263.0,414.0,929.0,10.0,121.0,3.0,58.0,783.0,11.0,123.5,11.0,533.0,42.5,61.0,1.0,1334.5,1406.5,893.0,222.0,72.0,220.0,130.0,741.0,13.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,727.0,660.0,1741.5,237.5,355.0,326.5,852.0,125.0,372.0,333.0,890.5,112.5
35,Robbery,Apokon,Tagum City,32.0,25.0,2.0,11.0,88.0,0.3,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.38800000000001,7985.830078,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
36,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,35.0,29.0,2.0,0.0,80.0,0.0,1012.0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,50.38800000000001,7985.830078,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
37,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,38.0,46.0,4.0,0.0,46.0,0.0,1010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50.688,7928.430176000003,602.5,527.0,829.5,1861.0,20.0,242.0,6.0,116.5,1568.0,22.0,247.5,21.5,1067.0,85.5,122.0,2.0,2672.0,2816.0,1788.5,444.5,144.0,441.0,260.5,1483.0,26.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1456.5,1322.0,3487.5,475.5,711.0,654.0,1703.5,250.0,745.5,668.0,1783.0,225.5
38,Drug Related Incident (RA 9165),Licup,Samal City,32.0,31.0,10.0,15.0,78.0,1.2,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.688,7928.430176000003,48.5,51.5,185.5,239.0,6.0,32.5,1.0,10.0,231.0,3.0,36.5,3.0,157.5,12.5,18.0,0.0,364.5,384.0,244.0,60.5,19.5,60.0,38.5,203.5,3.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,201.5,181.0,454.5,87.0,98.5,86.0,218.5,45.5,104.0,95.5,235.5,42.5
39,Theft,San Pedro,Panabo City,32.0,32.0,8.0,21.0,81.0,0.6,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.688,7928.430176000003,385.0,336.5,530.0,1189.5,12.5,155.0,4.0,74.5,1002.5,14.0,158.0,14.0,681.5,54.5,78.0,1.0,1708.0,1799.5,1142.5,283.5,92.0,281.5,166.0,948.0,16.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,931.0,845.0,2230.0,304.0,454.0,418.0,1090.5,159.5,476.5,427.0,1138.5,144.0
40,Carnapping (R.A. 6539),Mankilam,Tagum City,34.0,29.0,1.0,0.0,78.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.688,7928.430176000003,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
41,Carnapping (R.A. 6539),Apokon,Tagum City,34.0,29.0,1.0,0.0,78.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.688,7928.430176000003,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
42,Robbery,Magugpo West,Tagum City,34.0,29.0,3.0,0.0,83.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.688,7928.430176000003,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
43,Physical Injuries,Magugpo East,Tagum City,36.0,38.0,5.0,0.0,60.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.688,7928.430176000003,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
44,Theft,Santo Niño (Pob.),Panabo City,36.0,43.0,12.0,0.0,50.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.688,7928.430176000003,398.0,348.0,548.0,1228.5,13.0,160.0,4.0,76.5,1035.5,15.0,163.5,14.0,704.5,56.5,80.5,2.0,1764.5,1859.5,1180.5,293.5,95.0,291.0,172.0,979.5,17.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,962.0,873.0,2302.5,314.5,469.5,432.0,1125.5,165.5,492.0,441.0,1177.0,149.5
45,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,32.0,34.0,7.0,0.0,78.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,50.688,7928.430176000003,602.5,527.0,829.5,1861.0,20.0,242.0,6.0,116.5,1568.0,22.0,247.5,21.5,1067.0,85.5,122.0,2.0,2672.0,2816.0,1788.5,444.5,144.0,441.0,260.5,1483.0,26.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1456.5,1322.0,3487.5,475.5,711.0,654.0,1703.5,250.0,745.5,668.0,1783.0,225.5
46,Physical Injuries,Magugpo Poblacion,Tagum City,32.0,32.0,4.0,17.0,79.0,0.5,1011.0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,50.688,7928.430176000003,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
47,Physical Injuries,San Miguel (Camp 4),Tagum City,34.0,38.0,9.0,16.0,62.0,0.4,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.688,7928.430176000003,2164.5,1663.0,1935.0,4434.0,58.5,645.0,38.0,484.0,4157.5,59.0,657.0,57.5,2828.0,226.5,323.0,6.0,7303.0,7696.5,4888.0,1213.5,393.0,1205.0,690.0,3933.0,71.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3625.0,3471.0,9509.5,1270.0,1755.0,1727.0,4723.5,683.5,1870.5,1744.0,4784.0,588.0
48,Robbery,Magugpo East,Tagum City,32.0,32.0,4.0,17.0,79.0,0.5,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.688,7928.430176000003,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
49,Murder/Homicide,Licup,Samal City,35.0,39.0,4.0,0.0,62.0,0.0,1011.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.00899999999999,7962.120117,48.5,51.5,185.5,239.0,6.0,32.5,1.0,10.0,231.0,3.0,36.5,3.0,157.5,12.5,18.0,0.0,364.5,384.0,244.0,60.5,19.5,60.0,38.5,203.5,3.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,201.5,181.0,454.5,87.0,98.5,86.0,218.5,45.5,104.0,95.5,235.5,42.5
50,Theft,Kauswagan,Panabo City,37.0,43.0,9.0,0.0,47.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.00899999999999,7962.120117,130.5,114.0,179.0,402.5,4.0,52.5,1.0,25.0,339.0,5.0,53.5,5.0,230.5,18.5,26.5,0.0,578.0,609.0,387.0,96.0,31.0,95.5,56.5,321.0,5.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,315.0,286.0,754.5,103.0,154.0,141.5,369.0,54.0,161.5,144.5,386.0,48.5
51,Theft,San Remigio,Samal City,34.0,31.0,4.0,0.0,77.0,0.0,1011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.00899999999999,7962.120117,118.0,127.0,457.0,588.5,15.0,80.5,2.0,25.0,568.5,8.0,90.0,8.0,387.0,31.0,44.5,1.0,895.5,944.0,600.0,148.5,48.5,148.0,94.5,500.5,8.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,497.0,445.5,1118.0,215.5,241.0,211.5,537.5,111.0,255.0,235.0,581.0,104.5
52,Physical Injuries,Magugpo Poblacion,Tagum City,26.0,29.0,1.0,15.0,84.0,0.4,1011.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,50.983000000000004,8009.410156,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
53,Drug Related Incident (RA 9165),Mankilam,Tagum City,34.0,34.0,3.0,54.0,82.0,2.3,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50.983000000000004,8009.410156,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
54,Robbery,Visayan Village,Tagum City,33.0,43.0,4.0,46.0,66.0,1.2,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50.983000000000004,8009.410156,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
55,Drug Related Incident (RA 9165),Quezon,Panabo City,34.0,43.0,7.0,34.0,61.0,0.1,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.983000000000004,8009.410156,427.0,373.0,588.0,1318.5,14.0,172.0,4.0,82.5,1111.0,16.0,175.5,15.0,756.0,60.5,86.5,2.0,1893.5,1995.5,1267.0,314.5,102.0,312.5,184.0,1051.0,18.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1032.5,936.5,2470.5,337.0,503.5,463.5,1208.0,178.0,528.5,473.5,1262.5,160.5
56,Drug Related Incident (RA 9165),Quezon,Panabo City,34.0,43.0,7.0,34.0,61.0,0.1,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.983000000000004,8009.410156,427.0,373.0,588.0,1318.5,14.0,172.0,4.0,82.5,1111.0,16.0,175.5,15.0,756.0,60.5,86.5,2.0,1893.5,1995.5,1267.0,314.5,102.0,312.5,184.0,1051.0,18.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1032.5,936.5,2470.5,337.0,503.5,463.5,1208.0,178.0,528.5,473.5,1262.5,160.5
57,Rape (Art. 266-A RC & R.A.8353),Mankilam,Tagum City,32.0,38.0,2.0,42.0,71.0,1.7,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.983000000000004,8009.410156,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
58,Carnapping (R.A. 6539),Visayan Village,Tagum City,31.0,28.0,1.0,58.0,82.0,0.9,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51.217,8046.589844,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
59,Theft,Magugpo West,Tagum City,38.0,45.0,4.0,43.0,45.0,0.3,1008.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.217,8046.589844,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
60,Drug Related Incident (RA 9165),Magugpo East,Tagum City,35.0,39.0,4.0,40.0,66.0,0.8,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.217,8046.589844,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
61,Murder/Homicide,Visayan Village,Tagum City,35.0,39.0,4.0,40.0,66.0,0.8,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51.217,8046.589844,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
62,Theft,New Pandan (Pob.),Panabo City,32.0,26.0,3.0,56.0,79.0,0.0,1009.0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,51.217,8046.589844,609.5,533.0,839.0,1882.0,20.0,245.0,6.0,117.5,1586.0,22.5,250.5,22.0,1079.0,86.5,123.5,2.0,2703.0,2848.0,1809.0,449.0,145.5,446.0,263.5,1500.0,26.5,159.6,183.7,140.6,143.7,137.5,2.4,0.713,5.687,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1473.5,1337.0,3528.5,481.0,719.0,661.5,1724.5,253.5,753.0,675.5,1803.0,229.0
